Id,group,name,Counter,radius
20570,11,ребенка,2,4.0
20571,4,но там счастлива,2,4.0
20572,11,рекорд,2,4.0
20573,11,реку видит,2,4.0
20574,11,ты пахнешь,2,4.0
20575,11,рис с днем,2,4.0
20576,11,рисуй наброски,2,4.0
20577,3,попа попа попа попа попа,2,4.0
20578,11,ритм жизни,2,4.0
20579,3,попробуй начни,2,4.0
20580,11,ты не хочешь больше разговаривать,2,4.0
20581,3,посадка,2,4.0
20582,3,посмотреть,2,4.0
20583,3,посмотри,2,4.0
20584,11,рифтер запили сигну,2,4.0
20585,3,потрачено,2,4.0
20586,11,ты не сдашь сессию,2,4.0
20587,11,рихтер запили сигну,2,4.0
20588,3,поцелуй меня,2,4.0
20589,4,не выходи из комнаты считай что тебя продуло что может быть интересен,2,4.0
20590,4,огонь,2,4.0
20591,4,нос но нет,2,4.0
20592,4,огниво,2,4.0
20593,4,огни,2,4.0
20594,3,погосян,2,4.0
20595,4,ну смелее,2,4.0
20596,4,ну скажи что-нибудь,2,4.0
20597,3,подними глаза,2,4.0
20598,4,ну вот мы,2,4.0
20599,3,подними глаза в рождественское небо,2,4.0
20600,4,нравишься,2,4.0
20601,11,расцветали яблони и груши поплыли туманы над рекой,2,4.0
20602,4,ночью,2,4.0
20603,11,рататуй,2,4.0
20604,11,рахим,2,4.0
20605,11,ты реагируешь,2,4.0
20606,4,ночной полет,2,4.0
20607,11,растения,2,4.0
20608,4,нужно,2,4.0
20609,11,расскажи стих бородино,2,4.0
20610,3,повторять,2,4.0
20611,11,ты солдат асада mazda verisa далее в пустыне,2,4.0
20612,4,обскура,2,4.0
20613,4,обними,2,4.0
20614,4,обзываешься,2,4.0
20615,11,ты солдат,2,4.0
20616,4,о чем это,2,4.0
20617,3,пляж,2,4.0
20618,11,ты со мной,2,4.0
20619,11,рассказанного,2,4.0
20620,11,ты смотришь на меня,2,4.0
20621,4,ну тогда,2,4.0
20622,3,поговорим о вечном,2,4.0
20623,3,поговори со мной,2,4.0
20624,3,персик,2,4.0
20625,4,оглы оглы оглы,2,4.0
20626,11,ты солдат асада мао,2,4.0
20627,11,ты солдат асада видео педофил педофил,2,4.0
20628,11,расскажи нам сказку,2,4.0
20629,11,расскажи немного о себе,2,4.0
20630,4,одиночество,2,4.0
20631,11,ты стираешь мне какую-то,2,4.0
20632,11,ты странная,2,4.0
20633,3,печальные нежность,2,4.0
20634,11,ранхигс круче всех,2,4.0
20635,3,пермь,2,4.0
20636,4,она,2,4.0
20637,4,он не понимает,2,4.0
20638,4,общества,2,4.0
20639,4,олька,2,4.0
20640,11,распознай престолов,2,4.0
20641,4,олег,2,4.0
20642,11,рассветная в любви,2,4.0
20643,11,ты сумасшедший,2,4.0
20644,4,ой каждый день,2,4.0
20645,4,ой да мне пофигу,2,4.0
20646,4,ой,2,4.0
20647,11,расскажи интересно,2,4.0
20648,3,печально,2,4.0
20649,11,расскажи о моем будущем,2,4.0
20650,11,расскажи сказку,2,4.0
20651,11,реально очень,2,4.0
20652,11,реал,2,4.0
20653,3,пока микрофончик,2,4.0
20654,4,перекресток 6 дорог,2,4.0
20655,3,она не работает,2,4.0
20656,3,она ничего не хочет говорить,2,4.0
20657,4,платформенный,2,4.0
20658,3,она работает,2,4.0
20659,4,платформа,2,4.0
20660,11,у меня тоже чтобы,2,4.0
20661,4,повелитель,2,4.0
20662,3,он не выходи из комнаты,2,4.0
20663,4,повелительница членов,2,4.0
20664,11,у нас нет будущего,2,4.0
20665,3,олень,2,4.0
20666,3,ольга,2,4.0
20667,11,путин владимир владимирович,2,4.0
20668,3,оля карпова,2,4.0
20669,4,погулять,2,4.0
20670,11,у нас есть такие знакомые,2,4.0
20671,4,поговорим,2,4.0
20672,11,путин лучший,2,4.0
20673,11,путин м****,2,4.0
20674,11,у нас все будет хорошо,2,4.0
20675,4,повернись,2,4.0
20676,11,у нас все,2,4.0
20677,4,повелительницы,2,4.0
20678,11,у нас ведь,2,4.0
20679,4,пиццу,2,4.0
20680,4,пиццерия,2,4.0
20681,11,у меня лучший секретарь,2,4.0
20682,11,путь дорогу,2,4.0
20683,11,путина,2,4.0
20684,11,радости скорби,2,4.0
20685,3,паника паника паника паника,2,4.0
20686,11,размера,2,4.0
20687,4,ответ на,2,4.0
20688,4,от топота копыт пыль по полю летит,2,4.0
20689,3,палочках,2,4.0
20690,11,разошлись,2,4.0
20691,3,пальчик,2,4.0
20692,3,пам пам пам,2,4.0
20693,3,паника,2,4.0
20694,4,остановились,2,4.0
20695,3,паника паника,2,4.0
20696,11,рай,2,4.0
20697,11,ты что курил,2,4.0
20698,3,папа,2,4.0
20699,3,она вредная,2,4.0
20700,11,ты что истеричка,2,4.0
20701,4,паук,2,4.0
20702,11,у карла украла кораллы,2,4.0
20703,4,она молоко на молоко,2,4.0
20704,11,путин я люблю тебя,2,4.0
20705,11,у меня тоже,2,4.0
20706,11,у меня сломишь жизнь хороша,2,4.0
20707,11,путин мой муж,2,4.0
20708,11,путин путин путин путин,2,4.0
20709,11,путин чемпион,2,4.0
20710,3,он очень тихо говорит,2,4.0
20711,4,плохо работаешь,2,4.0
20712,11,работа зло,2,4.0
20713,4,передаю,2,4.0
20714,11,реакция,2,4.0
20715,3,от бузовой,2,4.0
20716,3,от,2,4.0
20717,4,она не знаю что сказать,2,4.0
20718,4,она молоко,2,4.0
20719,4,не выходи,2,4.0
20720,11,резак,2,4.0
20721,4,никто,2,4.0
20722,4,никому никогда,2,4.0
20723,4,никогда на голову не свалится,2,4.0
20724,11,регистрация,2,4.0
20725,4,никитка не сдаст егэ,2,4.0
20726,11,режим,2,4.0
20727,11,режимы на марсе,2,4.0
20728,11,резина,2,4.0
20729,11,рашен ретард,2,4.0
20730,3,покажи как ты,2,4.0
20731,11,резко стало,2,4.0
20732,11,рейтинг,2,4.0
20733,11,ты петух,2,4.0
20734,11,ты пахнешь как любовь,2,4.0
20735,3,полина любит,2,4.0
20736,4,нет никаких идей,2,4.0
20737,11,ребята давайте жить дружно,2,4.0
20738,4,ничего,2,4.0
20739,11,ты повторяешься время,2,4.0
20740,4,но еще раз ржд,2,4.0
20741,3,пойдем,2,4.0
20742,11,ты прелесть до свидания,2,4.0
20743,11,пётр,2,4.0
20744,11,пять,2,4.0
20745,3,остановись,2,4.0
20746,11,работа карьера,2,4.0
20747,11,у кого-нибудь есть таблетка от головы,2,4.0
20748,11,у кого-нибудь есть долг,2,4.0
20749,4,пельмени страдают от лапши,2,4.0
20750,3,отвечаешь,2,4.0
20751,3,отвечай,2,4.0
20752,4,педобир давно выступление путина на новый год,2,4.0
20753,11,радио космос,2,4.0
20754,4,певец,2,4.0
20755,4,пдд,2,4.0
20756,3,отель,2,4.0
20757,11,у кого,2,4.0
20758,4,пашка катков,2,4.0
20759,4,переходи на,2,4.0
20760,11,пятница,2,4.0
20761,4,пить,2,4.0
20762,4,песня,2,4.0
20763,4,пираты боятся потерять,2,4.0
20764,11,у меня дела,2,4.0
20765,11,пыль по полю,2,4.0
20766,11,у меня все хорошо,2,4.0
20767,11,у меня большой член,2,4.0
20768,11,у меня большой нос,2,4.0
20769,4,пиздюк,2,4.0
20770,11,пьяная моя любовь,2,4.0
20771,3,осада надо говорить,2,4.0
20772,3,осипов,2,4.0
20773,10,ok google какой будет курс евро 2016 году,2,4.0
20774,11,тут,2,4.0
20775,10,only,2,4.0
20776,10,профессор лопух,2,4.0
20777,10,пора валить,2,4.0
20778,6,странный ты,2,4.0
20779,7,и не быть,2,4.0
20780,11,иди на,2,4.0
20781,11,иди на свет,2,4.0
20782,10,сабина,2,4.0
20783,11,кому,2,4.0
20784,6,столик,2,4.0
20785,11,камера,2,4.0
20786,11,кальян,2,4.0
20787,10,проходим,2,4.0
20788,11,каллы,2,4.0
20789,7,рутина,2,4.0
20790,10,сколько сколько можно давай уже дальше давай давай дальше,2,4.0
20791,7,ремонт,2,4.0
20792,10,салам,2,4.0
20793,6,сура лесу родилась елочка в лесу она росла зимой и летом стройная веселая была,2,4.0
20794,11,команда,2,4.0
20795,7,реферат,2,4.0
20796,7,речка,2,4.0
20797,6,я люблю москву,2,4.0
20798,6,сура,2,4.0
20799,7,рита иванович,2,4.0
20800,11,замула замула,2,4.0
20801,10,привет мы,2,4.0
20802,11,замуж,2,4.0
20803,6,строгов,2,4.0
20804,10,повторяешь за мной,2,4.0
20805,10,саван,2,4.0
20806,10,сережка медведев,2,4.0
20807,6,стоят два стула на одном пики точеные,2,4.0
20808,11,зарема,2,4.0
20809,7,радио,2,4.0
20810,11,коломна girlfriend,2,4.0
20811,11,камни в почках,2,4.0
20812,6,я люблю маму,2,4.0
20813,7,из бабушки,2,4.0
20814,7,разве я немного некрасив,2,4.0
20815,10,просто не молчи,2,4.0
20816,7,играть,2,4.0
20817,7,игорь,2,4.0
20818,10,поговорить на wi-fi,2,4.0
20819,7,раз раз раз раз,2,4.0
20820,7,иваныч пахомчик ульяна,2,4.0
20821,7,разве я,2,4.0
20822,10,сколько мне жить,2,4.0
20823,10,сколько мне жить осталось,2,4.0
20824,10,просто повторяй за,2,4.0
20825,7,реку,2,4.0
20826,11,колян,2,4.0
20827,6,сучечка,2,4.0
20828,10,сколько стоит доллар,2,4.0
20829,10,пора в путь дорогу дорогу дальнюю,2,4.0
20830,10,сады,2,4.0
20831,10,прототип 2,2,4.0
20832,6,стоящие герои всегда идут в обход это правда или нет,2,4.0
20833,11,замок замок,2,4.0
20834,10,прототип 2 черные пистолеты,2,4.0
20835,7,россия матушка,2,4.0
20836,10,сколько можно пить,2,4.0
20837,10,сайт крутая,2,4.0
20838,6,я люблю наркотики и ходить на выставки,2,4.0
20839,7,природа,2,4.0
20840,6,я люблю бога кофе ростер,2,4.0
20841,11,захват машины,2,4.0
20842,10,светлана владимир,2,4.0
20843,10,сколько в мире добра и зла,2,4.0
20844,10,попкова,2,4.0
20845,11,зацепило зацепило зацепило зацепило зацепило,2,4.0
20846,7,интерьер,2,4.0
20847,6,твою,2,4.0
20848,6,твой кот,2,4.0
20849,10,прописки нет,2,4.0
20850,7,привет привет,2,4.0
20851,7,привет привет привет,2,4.0
20852,6,я лера,2,4.0
20853,11,идеи,2,4.0
20854,6,твой дом,2,4.0
20855,6,я любимый,2,4.0
20856,10,попасть на небо,2,4.0
20857,6,тарас бульбик,2,4.0
20858,6,твое здоровье,2,4.0
20859,10,самара на завтрак,2,4.0
20860,6,тварь тварь тварь,2,4.0
20861,11,идем домой,2,4.0
20862,11,кожа,2,4.0
20863,11,идем и ночью кот,2,4.0
20864,10,пророчества которые обращались,2,4.0
20865,10,подарок,2,4.0
20866,11,захватить мир,2,4.0
20867,11,козленок бегал по лужайке,2,4.0
20868,6,я люблю бога кофе,2,4.0
20869,10,сколько времени подниматься на эверест,2,4.0
20870,11,заморозки нижних конечностей,2,4.0
20871,7,роза,2,4.0
20872,7,розовый,2,4.0
20873,6,страны,2,4.0
20874,11,замолчи уже дома,2,4.0
20875,7,россия,2,4.0
20876,10,протон,2,4.0
20877,7,путин путин,2,4.0
20878,10,сколько звезд,2,4.0
20879,7,из ниоткуда,2,4.0
20880,6,таня танечка,2,4.0
20881,10,просвети пожалуйста,2,4.0
20882,7,привет что делаешь,2,4.0
20883,10,сколько живут,2,4.0
20884,6,я люблю аню,2,4.0
20885,6,тарас,2,4.0
20886,6,я люблю бога,2,4.0
20887,7,приветствую вас,2,4.0
20888,6,тапочки ягнят,2,4.0
20889,6,тапочки,2,4.0
20890,7,приветствую вас instagramers,2,4.0
20891,10,попка,2,4.0
20892,10,пророчество,2,4.0
20893,10,просвирнин,2,4.0
20894,7,приглашаю всех на,2,4.0
20895,7,приглашаю на свой день,2,4.0
20896,11,коловорот,2,4.0
20897,11,коллоквиум,2,4.0
20898,6,тарелки,2,4.0
20899,10,ряд,2,4.0
20900,11,за родину,2,4.0
20901,11,за полярным кругом,2,4.0
20902,7,ты еще здесь,2,4.0
20903,6,я сказал ничего,2,4.0
20904,10,пыль по полю,2,4.0
20905,11,какие ты знаешь,2,4.0
20906,7,егор ты что,2,4.0
20907,11,или евреи,2,4.0
20908,11,коэффициент,2,4.0
20909,11,краина у,2,4.0
20910,10,светлячок,2,4.0
20911,7,елена разбились мечты,2,4.0
20912,7,елена георгиевна,2,4.0
20913,10,рэп цепи шубы,2,4.0
20914,10,семена,2,4.0
20915,10,постой,2,4.0
20916,10,рэп цепи,2,4.0
20917,11,краина у вас что там у хохлов,2,4.0
20918,7,увеличить продажи увеличить продажи,2,4.0
20919,10,пью пью,2,4.0
20920,7,увы бедный,2,4.0
20921,11,краса,2,4.0
20922,10,привет из москвы,2,4.0
20923,10,рэп,2,4.0
20924,7,удача,2,4.0
20925,7,удачи,2,4.0
20926,7,егор ты что тетя жанна,2,4.0
20927,7,если будут,2,4.0
20928,6,я самая обаятельная и привлекательная,2,4.0
20929,10,просто желез,2,4.0
20930,11,за руку,2,4.0
20931,10,пососи,2,4.0
20932,7,ты меня слышишь,2,4.0
20933,7,ты не знаешь санскрит,2,4.0
20934,7,ты никогда не думал что ты всех бесишь,2,4.0
20935,10,пыль,2,4.0
20936,6,свастика,2,4.0
20937,7,ты работаешь,2,4.0
20938,6,я тебе,2,4.0
20939,10,сложная,2,4.0
20940,7,ты завтра,2,4.0
20941,10,привет как оно ничего ничего,2,4.0
20942,11,кошачий,2,4.0
20943,10,посмотреть на тебя,2,4.0
20944,7,трофим,2,4.0
20945,6,света света света света света света света света света света света,2,4.0
20946,7,если волшебная палочка,2,4.0
20947,7,если вас,2,4.0
20948,10,привет как проходит сегодняшний день,2,4.0
20949,7,тумороу,2,4.0
20950,7,тупак,2,4.0
20951,7,тупит,2,4.0
20952,10,планета шелезяка полезных ископаемых нет воды нет,2,4.0
20953,7,ты выпила,2,4.0
20954,7,ты выпила таблетку,2,4.0
20955,6,я сказала,2,4.0
20956,11,за сталина,2,4.0
20957,10,планета шелезяка полезных ископаемых нет,2,4.0
20958,10,привет и пока,2,4.0
20959,7,егор ты что афродита,2,4.0
20960,11,жить в темноте,2,4.0
20961,10,рэп цепи шубы porsche,2,4.0
20962,7,иванова,2,4.0
20963,11,записки нет,2,4.0
20964,11,идешь,2,4.0
20965,10,салют 51 салют салют,2,4.0
20966,6,счастья и радости,2,4.0
20967,11,записать,2,4.0
20968,7,раму,2,4.0
20969,7,распознавание,2,4.0
20970,10,просто улет,2,4.0
20971,7,и сосала,2,4.0
20972,6,счастье счастье,2,4.0
20973,10,сколько можно говорить об этом,2,4.0
20974,7,расскажи кто ты,2,4.0
20975,11,иди гуляй ангелина красотка,2,4.0
20976,10,просто улет отвал башки,2,4.0
20977,7,расскажи мне,2,4.0
20978,7,расскажи что-нибудь,2,4.0
20979,6,счастье есть найди меня,2,4.0
20980,11,занемог,2,4.0
20981,7,реверберация,2,4.0
20982,11,иди за,2,4.0
20983,7,результат,2,4.0
20984,6,счастья нет,2,4.0
20985,11,записки нет прописки,2,4.0
20986,10,сережка,2,4.0
20987,10,сколько килокалорий,2,4.0
20988,11,идет он хороший,2,4.0
20989,7,иванович,2,4.0
20990,10,по дороге,2,4.0
20991,6,я не хочу ничего говорить,2,4.0
20992,10,пост,2,4.0
20993,10,постапокалиптическая,2,4.0
20994,7,ты тупой,2,4.0
20995,11,журчит,2,4.0
20996,10,привет как дела эй апельсин яблоко,2,4.0
20997,7,ты уверен,2,4.0
20998,10,светличная веселье,2,4.0
20999,7,ты что,2,4.0
21000,6,я тебя слышу,2,4.0
21001,6,саша умничка,2,4.0
21002,10,привет как дела что нового как настроение,2,4.0
21003,6,саша по шоссе,2,4.0
21004,7,ералаш,2,4.0
21005,7,енок,2,4.0
21006,10,с ним,2,4.0
21007,6,я улыбаюсь 2,2,4.0
21008,6,я улетаю,2,4.0
21009,10,сложное,2,4.0
21010,7,у,2,4.0
21011,7,елена я хотела быть бомжом,2,4.0
21012,11,кошек и котов кошек и котов кошек и котов,2,4.0
21013,11,жулдыз жулдыз,2,4.0
21014,6,я улыбаюсь,2,4.0
21015,10,плак плак плак плак плак,2,4.0
21016,7,елена я не стала бомжом,2,4.0
21017,10,плак плак плак,2,4.0
21018,7,зайчишки,2,4.0
21019,11,коза,2,4.0
21020,7,про любовь,2,4.0
21021,11,каков прогноз,2,4.0
21022,6,смелость,2,4.0
21023,10,прям музыка,2,4.0
21024,6,соль,2,4.0
21025,10,светлана папа,2,4.0
21026,10,повторюха,2,4.0
21027,6,я люблю спорт футбол,2,4.0
21028,10,сережа привет,2,4.0
21029,11,конгломерат,2,4.0
21030,11,кондиционеры почему не горят лампочки,2,4.0
21031,7,знаешь,2,4.0
21032,7,сдать табло,2,4.0
21033,7,зимой и весной,2,4.0
21034,6,стасик настасик,2,4.0
21035,10,повторюша,2,4.0
21036,10,прочитать,2,4.0
21037,11,закрыла,2,4.0
21038,6,я люблю спорт,2,4.0
21039,6,старушка дряхлая моя,2,4.0
21040,6,станция разума,2,4.0
21041,11,закройся,2,4.0
21042,6,я люблю тебя мой ангел,2,4.0
21043,6,станет валиев,2,4.0
21044,10,сколько уже не будет детей,2,4.0
21045,11,закрой свой рот вонючий,2,4.0
21046,6,я люблю тебя настя,2,4.0
21047,11,какую,2,4.0
21048,11,конечно,2,4.0
21049,11,зальцбургский,2,4.0
21050,10,с планеты,2,4.0
21051,7,замечательный день,2,4.0
21052,11,какой нахуй дуплекс,2,4.0
21053,10,птица лебедь,2,4.0
21054,11,какой на вкус соды,2,4.0
21055,7,создается,2,4.0
21056,11,какой на вкус,2,4.0
21057,11,какой красивый день,2,4.0
21058,10,с новым,2,4.0
21059,11,избавишься,2,4.0
21060,6,я не люблю,2,4.0
21061,7,слышь,2,4.0
21062,6,смех,2,4.0
21063,10,светлана попкова михеев владимир светлана попова,2,4.0
21064,10,слава привет,2,4.0
21065,10,привет кто ты и как тебя зовут,2,4.0
21066,6,смотри танцы на тнт,2,4.0
21067,7,засранец,2,4.0
21068,10,по поводу,2,4.0
21069,11,заз,2,4.0
21070,7,смотреть,2,4.0
21071,11,корабли крыши,2,4.0
21072,7,зарплату,2,4.0
21073,6,я не должен убивать людей,2,4.0
21074,10,посвящается моря 2007,2,4.0
21075,7,замолчи сегодня была погода,2,4.0
21076,11,зажигают,2,4.0
21077,10,птица будет,2,4.0
21078,11,заебись заебись заебись,2,4.0
21079,10,птица говорун отличается,2,4.0
21080,6,смерть война,2,4.0
21081,7,свой день рождения,2,4.0
21082,11,конечно помните как я стоял приблизившись к стене,2,4.0
21083,6,я люблю своих подписчиков,2,4.0
21084,7,самая,2,4.0
21085,10,побольше,2,4.0
21086,6,я мария,2,4.0
21087,10,прошу,2,4.0
21088,10,поближе,2,4.0
21089,10,прощаю,2,4.0
21090,7,здесь нет,2,4.0
21091,10,скоро ты сломаешься,2,4.0
21092,10,прощаюсь,2,4.0
21093,10,пруд,2,4.0
21094,10,светлана попкова михеев владимир,2,4.0
21095,6,я могу тебе рассказать про землю земля такая большая,2,4.0
21096,11,из парижа,2,4.0
21097,6,соседнее село,2,4.0
21098,7,склонись перед моей,2,4.0
21099,10,побед,2,4.0
21100,6,соседнее,2,4.0
21101,10,привет меня,2,4.0
21102,11,конница,2,4.0
21103,11,кактус одинокий,2,4.0
21104,11,кони,2,4.0
21105,11,из нас,2,4.0
21106,6,спросить у мамы,2,4.0
21107,10,привет меня зовут лиза,2,4.0
21108,10,повторим еще раз,2,4.0
21109,10,сереж,2,4.0
21110,10,скорая,2,4.0
21111,10,серега серега серега серега серега серега,2,4.0
21112,11,заканчивать,2,4.0
21113,7,скажи что-нибудь,2,4.0
21114,10,прошло или нет,2,4.0
21115,6,степан меньщиков дом 2,2,4.0
21116,11,идиосинкразия,2,4.0
21117,11,калинка калинка моя,2,4.0
21118,7,самая красивая,2,4.0
21119,11,замечать,2,4.0
21120,6,стоит,2,4.0
21121,7,саратов,2,4.0
21122,10,процесс,2,4.0
21123,10,процесс пошел,2,4.0
21124,10,сколько тебе,2,4.0
21125,11,замечательный писатель,2,4.0
21126,7,свой день,2,4.0
21127,10,сережа привет как дела,2,4.0
21128,7,сбываются,2,4.0
21129,10,прошло,2,4.0
21130,11,кому-нибудь нужно,2,4.0
21131,11,конверт,2,4.0
21132,6,степан,2,4.0
21133,7,свинья,2,4.0
21134,7,свободный воздух,2,4.0
21135,11,заметался пожар,2,4.0
21136,7,зубами,2,4.0
21137,11,конечно помните,2,4.0
21138,10,сережа босс,2,4.0
21139,11,зайчик погулять,2,4.0
21140,10,прощаю тебя,2,4.0
21141,6,спасибо за все что угодно,2,4.0
21142,6,случилось случилось,2,4.0
21143,11,кораблик ксения ситник голуби скриншот,2,4.0
21144,6,я люблю гулять,2,4.0
21145,10,попова светлана,2,4.0
21146,11,козлик,2,4.0
21147,7,программа,2,4.0
21148,6,тамара,2,4.0
21149,10,светлана владимир вместе,2,4.0
21150,10,погода сегодня привет,2,4.0
21151,7,продажа несовершеннолетним запрещена,2,4.0
21152,7,продажи,2,4.0
21153,11,идем и ночью кот ученый все ходит по цепи кругом,2,4.0
21154,10,сам ты лох,2,4.0
21155,11,камон энд дэнс,2,4.0
21156,6,я люблю китай,2,4.0
21157,7,произносят,2,4.0
21158,7,происходит,2,4.0
21159,11,затейливый пример,2,4.0
21160,11,идентификация,2,4.0
21161,7,илона,2,4.0
21162,11,кокаин,2,4.0
21163,7,просыпайся,2,4.0
21164,10,поправишься,2,4.0
21165,7,с*****,2,4.0
21166,6,стой стой хватит,2,4.0
21167,7,и все,2,4.0
21168,11,копатель онлайн,2,4.0
21169,7,слова,2,4.0
21170,7,слова появляются из ниоткуда,2,4.0
21171,7,заяц волк,2,4.0
21172,7,слон,2,4.0
21173,7,проверка связи,2,4.0
21174,10,просила,2,4.0
21175,7,зайчишки мои,2,4.0
21176,6,я люблю его,2,4.0
21177,11,идет коза рогатая за ложными опятами,2,4.0
21178,7,прочей нечисти,2,4.0
21179,6,я люблю курить,2,4.0
21180,7,прочая нечисть,2,4.0
21181,7,или красную,2,4.0
21182,10,проспект что,2,4.0
21183,10,сам не знаю,2,4.0
21184,11,колбаса,2,4.0
21185,6,я люблю макдональдс,2,4.0
21186,6,так,2,4.0
21187,7,прочей,2,4.0
21188,11,идет бычок качается вздыхает на ходу,2,4.0
21189,11,коллаборация,2,4.0
21190,10,просо,2,4.0
21191,10,попробуй еще раз,2,4.0
21192,11,идет коза рогатая,2,4.0
21193,7,прямо сейчас,2,4.0
21194,7,птица феникс,2,4.0
21195,11,застывшие гений,2,4.0
21196,10,погода природа,2,4.0
21197,7,пуся,2,4.0
21198,10,привет надя,2,4.0
21199,10,проститутка,2,4.0
21200,7,пуся хочу сказать ответить,2,4.0
21201,11,кокосовый орех,2,4.0
21202,11,идет быть,2,4.0
21203,11,захаров,2,4.0
21204,11,заикающийся,2,4.0
21205,10,по-русски,2,4.0
21206,10,психиатры скажи мое будущее,2,4.0
21207,11,заикающиеся,2,4.0
21208,10,пору,2,4.0
21209,11,какой сейчас,2,4.0
21210,11,из под выподверта,2,4.0
21211,10,привет мадам хочу воевать,2,4.0
21212,7,заяц волк заяц волк заяц волк,2,4.0
21213,7,слабый на задок,2,4.0
21214,6,создана,2,4.0
21215,10,привет мадам,2,4.0
21216,6,совсем ничего,2,4.0
21217,6,собака на поводке,2,4.0
21218,10,психоделический,2,4.0
21219,10,психология,2,4.0
21220,6,соловьева соловьева,2,4.0
21221,10,с организмом,2,4.0
21222,10,птицы летают,2,4.0
21223,10,слава слава украине,2,4.0
21224,10,слава слава украине героям слава,2,4.0
21225,7,снежок снежок,2,4.0
21226,11,заебало,2,4.0
21227,10,сергей и женя пришли посмотреть на это а тут фигня,2,4.0
21228,10,по кайфу,2,4.0
21229,10,птичка привет,2,4.0
21230,7,собачка собачка,2,4.0
21231,7,собачка собачка собачка,2,4.0
21232,10,слава украине героям слава,2,4.0
21233,7,снегири совы букли и прочая нечисть здравствуйте,2,4.0
21234,7,совесть,2,4.0
21235,7,следит за тобой,2,4.0
21236,10,прячься под шляпой когда тебя еще,2,4.0
21237,7,скрипеть зубами скрипеть,2,4.0
21238,10,скучный мир в котором отсутствует сама концепция,2,4.0
21239,7,слушать,2,4.0
21240,10,по французски не говоришь,2,4.0
21241,10,скучно,2,4.0
21242,7,следующий зал,2,4.0
21243,11,копрофилия,2,4.0
21244,10,психо метафизика,2,4.0
21245,6,снг,2,4.0
21246,6,сначала,2,4.0
21247,7,слышишь,2,4.0
21248,6,смыслы,2,4.0
21249,6,смысле,2,4.0
21250,7,зачем яна приехала,2,4.0
21251,10,серега вязался в школьный уголок,2,4.0
21252,7,скрипеть зубами,2,4.0
21253,11,какой прикрас,2,4.0
21254,7,следующий,2,4.0
21255,7,слышу,2,4.0
21256,7,здесь не страшно,2,4.0
21257,6,солнечный город,2,4.0
21258,7,сколько дней до нового года,2,4.0
21259,11,какой то придумаю,2,4.0
21260,7,сколько домов,2,4.0
21261,7,скоро,2,4.0
21262,10,прямо,2,4.0
21263,7,скрипеть,2,4.0
21264,11,концерт,2,4.0
21265,6,я спросил,2,4.0
21266,6,свет,2,4.0
21267,6,спросить,2,4.0
21268,11,кислота кислота кислота кислота кислота кислота,2,4.0
21269,11,кисонька и ферб,2,4.0
21270,6,холодная улица темная ночь,2,4.0
21271,10,привет-привет кто ты кто ты,2,4.0
21272,7,не верь не бойся не проси и успокойся,2,4.0
21273,6,холодная улица,2,4.0
21274,10,сасай сасай рональд,2,4.0
21275,11,и скажи что,2,4.0
21276,7,искусства,2,4.0
21277,10,серый лед,2,4.0
21278,7,думай,2,4.0
21279,6,свечка,2,4.0
21280,10,слова придут,2,4.0
21281,11,косякова лучше,2,4.0
21282,10,с днем рождения даша,2,4.0
21283,10,с днем рождения гена,2,4.0
21284,10,планеты земля,2,4.0
21285,10,семён урод,2,4.0
21286,10,привет как у тебя дела,2,4.0
21287,6,сидел кузнечик,2,4.0
21288,10,пути нет,2,4.0
21289,6,сибас,2,4.0
21290,11,котел дай мне мама,2,4.0
21291,10,путин ленин наших дней,2,4.0
21292,7,твои создатели курили траву,2,4.0
21293,7,твой,2,4.0
21294,6,сергей,2,4.0
21295,10,путин может,2,4.0
21296,6,холодное,2,4.0
21297,11,знакомы. предел,2,4.0
21298,7,не стесняйся,2,4.0
21299,6,шла саша по шоссе и сосала сушку,2,4.0
21300,7,не страшно,2,4.0
21301,7,кто доктор кто,2,4.0
21302,7,не уходи,2,4.0
21303,10,получится,2,4.0
21304,7,не уходи смиренно,2,4.0
21305,7,не хочу работать,2,4.0
21306,6,харе кришна,2,4.0
21307,11,карту,2,4.0
21308,7,небо,2,4.0
21309,10,приходит,2,4.0
21310,10,приходите еще,2,4.0
21311,10,пойду напьюсь,2,4.0
21312,11,знает,2,4.0
21313,7,кто лучше всех,2,4.0
21314,11,знаний,2,4.0
21315,6,хорек любит капибара,2,4.0
21316,11,знание,2,4.0
21317,10,симонин семён,2,4.0
21318,11,киска у тебя классные с*****,2,4.0
21319,11,знаменитый,2,4.0
21320,10,природа отдохнула,2,4.0
21321,7,куда мы идем,2,4.0
21322,11,киски той,2,4.0
21323,11,и скажи,2,4.0
21324,6,хорошая акустика либо,2,4.0
21325,10,природа отдохнула на моей сестре,2,4.0
21326,11,знакомы. предел возможностей,2,4.0
21327,11,изображение передается,2,4.0
21328,6,селена,2,4.0
21329,6,селен,2,4.0
21330,7,есть ли будущее,2,4.0
21331,7,теней,2,4.0
21332,7,есть кто,2,4.0
21333,6,я с тобой разговаривать со мной не разговариваешь,2,4.0
21334,6,я радуюсь жизни,2,4.0
21335,11,изысканный бродит,2,4.0
21336,11,забрать тебя в штанах,2,4.0
21337,6,я с тобой,2,4.0
21338,7,тили-тили-бом,2,4.0
21339,7,если что-нибудь сказать,2,4.0
21340,6,я с тобой разговаривать,2,4.0
