Pattern,#SUP:
so -1 im -1 sure -1 hes -1 completely -1 incapable -1 of -1 doing -1 anything -1 that -1 interesting -1 ,1.0
kind -1 of -1 guy -1 just -1 picks -1 up -1 a -1 girl -1 and -1 carries -1 her -1 away -1 while -1 youre -1 talking -1 to -1 ,1.0
so -1 im -1 sure -1 hes -1 completely -1 incapable -1 of -1 doing -1 anything -1 ,1.0
don -1 moxica -1 we -1 all -1 have -1 ,1.0
you -1 guys -1 better -1 i -1 prefer -1 to -1 think -1 of -1 it -1 simply -1 as -1 ,1.0
yeah -1 hey -1 its -1 all -1 ,1.0
just -1 become -1 this -1 persona -1 ,1.0
who -1 would -1 have -1 relied -1 upon -1 ,1.0
an -1 alternative -1 to -1 what -1 the -1 law -1 allows -1 ,1.0
ive -1 waited -1 seven -1 years -1 ,1.0
she -1 could -1 get -1 a -1 date -1 easy -1 enough -1 the -1 thing -1 is -1 ,1.0
ive -1 waited -1 seven -1 years -1 already -1 ,1.0
it -1 would -1 be -1 any -1 school -1 ,1.0
senor -1 colon -1 that -1 you -1 are -1 in -1 no -1 position -1 to -1 bargain -1 with -1 ,1.0
then -1 he -1 broke -1 up -1 with -1 ,1.0
rise -1 so -1 high -1 in -1 so -1 short -1 a -1 time -1 ,1.0
rise -1 so -1 high -1 in -1 so -1 short -1 a -1 time -1 is -1 a -1 dangerous -1 occupation -1 ,1.0
to -1 what -1 the -1 law -1 ,1.0
to -1 let -1 you -1 make -1 up -1 your -1 own -1 mind -1 about -1 him -1 ,1.0
then -1 im -1 up -1 for -1 an -1 ad -1 for -1 queen -1 harry -1 next -1 ,1.0
to -1 the -1 prom -1 and -1 i -1 cant -1 ,1.0
favorite -1 uncle -1 its -1 a -1 ,1.0
with -1 him -1 instead -1 of -1 helping -1 daddy -1 hold -1 me -1 hostage -1 ,1.0
convince -1 the -1 king -1 of -1 portugal -1 of -1 ,1.0
verge -1 of -1 a -1 mutiny -1 ,1.0
do -1 you -1 suggest -1 don -1 ,1.0
featured -1 in -1 your -1 big -1 kmart -1 spread -1 was -1 your -1 ,1.0
the -1 allure -1 of -1 dehydrated -1 ,1.0
im -1 in -1 control -1 of -1 it -1 ,1.0
this -1 huge -1 raging -1 fit -1 about -1 sarah -1 lawrence -1 and -1 insists -1 that -1 i -1 go -1 to -1 his -1 ,1.0
boy -1 and -1 i -1 think -1 he -1 might -1 ask -1 ,1.0
a -1 moron -1 but -1 hes -1 number -1 twelve -1 in -1 the -1 ,1.0
she -1 could -1 get -1 a -1 date -1 easy -1 enough -1 the -1 thing -1 is -1 cameron -1 im -1 at -1 the -1 mercy -1 of -1 a -1 particularly -1 hideous -1 ,1.0
if -1 your -1 name -1 or -1 mine -1 is -1 ever -1 remembered -1 it -1 will -1 only -1 ,1.0
had -1 to -1 point -1 out -1 my -1 head -1 to -1 someone -1 ,1.0
thing -1 going -1 and -1 the -1 tube -1 sock -1 ,1.0
t -1 think -1 i -1 can -1 be -1 cool -1 ,1.0
dont -1 know -1 why -1 im -1 ,1.0
is -1 kat -1 people -1 perceive -1 you -1 as -1 somewhat -1 i -1 still -1 maintain -1 that -1 he -1 kicked -1 himself -1 in -1 ,1.0
is -1 kat -1 people -1 perceive -1 you -1 as -1 somewhat -1 i -1 still -1 maintain -1 that -1 he -1 kicked -1 himself -1 in -1 the -1 balls -1 ,1.0
and -1 all -1 but -1 bianca -1 who -1 ,1.0
are -1 severely -1 lacking -1 but -1 killing -1 yourself -1 so -1 you -1 can -1 be -1 with -1 william -1 shakespeare -1 is -1 beyond -1 the -1 ,1.0
are -1 severely -1 lacking -1 but -1 killing -1 yourself -1 so -1 you -1 can -1 be -1 with -1 william -1 shakespeare -1 is -1 beyond -1 ,1.0
that -1 you -1 are -1 in -1 no -1 position -1 to -1 ,1.0
unfortunately -1 don -1 colon -1 that -1 is -1 precisely -1 ,1.0
and -1 show -1 you -1 how -1 to -1 ,1.0
i -1 have -1 never -1 in -1 ,1.0
i -1 have -1 never -1 in -1 my -1 ,1.0
say -1 asia -1 can -1 be -1 ,1.0
i -1 dont -1 know -1 marilyn -1 manson -1 ,1.0
sister -1 is -1 this -1 insane -1 head -1 ,1.0
counted -1 on -1 you -1 to -1 help -1 my -1 cause -1 ,1.0
before -1 you -1 women -1 start -1 ,1.0
you -1 screwed -1 up -1 something -1 like -1 that -1 so -1 if -1 ,1.0
maledominated -1 puking -1 frat -1 boy -1 ,1.0
you -1 screwed -1 up -1 something -1 like -1 that -1 so -1 if -1 you -1 disappoint -1 them -1 from -1 the -1 start -1 youre -1 ,1.0
you -1 screwed -1 up -1 something -1 like -1 that -1 so -1 if -1 you -1 disappoint -1 them -1 from -1 the -1 ,1.0
to -1 trust -1 me -1 to -1 ,1.0
were -1 officially -1 opposed -1 to -1 suburban -1 social -1 activity -1 ,1.0
social -1 advice -1 from -1 you -1 right -1 now -1 ,1.0
i -1 wanted -1 to -1 let -1 you -1 make -1 up -1 your -1 own -1 ,1.0
watching -1 the -1 bitch -1 trash -1 my -1 car -1 doesnt -1 count -1 as -1 a -1 date -1 ,1.0
people -1 expect -1 me -1 to -1 ,1.0
people -1 at -1 this -1 school -1 are -1 so -1 ,1.0
if -1 you -1 wont -1 accept -1 our -1 proposal -1 well -1 simply -1 find -1 someone -1 ,1.0
that -1 what -1 youre -1 supposed -1 to -1 ,1.0
you -1 know -1 just -1 to -1 see -1 if -1 youre -1 ,1.0
need -1 to -1 lie -1 down -1 for -1 awhile -1 youre -1 not -1 okay -1 ,1.0
well -1 all -1 go -1 crazy -1 hes -1 the -1 devils -1 child -1 with -1 a -1 face -1 like -1 ,1.0
suppose -1 were -1 both -1 old -1 men -1 now -1 ,1.0
god -1 i -1 wouldnt -1 know -1 where -1 to -1 start -1 and -1 ,1.0
god -1 i -1 wouldnt -1 know -1 where -1 to -1 start -1 and -1 yet -1 i -1 want -1 you -1 to -1 ,1.0
as -1 a -1 parent -1 thats -1 my -1 right -1 because -1 youre -1 making -1 decisions -1 ,1.0
never -1 wanted -1 to -1 go -1 out -1 with -1 me -1 ,1.0
i -1 can -1 t -1 go -1 if -1 kat -1 doesnt -1 ,1.0
i -1 can -1 t -1 go -1 if -1 kat -1 doesnt -1 go -1 listen -1 ,1.0
never -1 wanted -1 to -1 go -1 out -1 ,1.0
and -1 no -1 one -1 will -1 go -1 out -1 ,1.0
of -1 guy -1 just -1 picks -1 up -1 a -1 girl -1 and -1 carries -1 her -1 away -1 while -1 youre -1 talking -1 to -1 ,1.0
of -1 guy -1 just -1 picks -1 up -1 a -1 girl -1 and -1 carries -1 her -1 away -1 while -1 youre -1 talking -1 to -1 her -1 ,1.0
they -1 just -1 jack -1 off -1 ,1.0
it -1 gets -1 worse -1 you -1 ,1.0
i -1 realize -1 that -1 the -1 men -1 of -1 this -1 fine -1 institution -1 are -1 severely -1 lacking -1 but -1 killing -1 yourself -1 so -1 ,1.0
i -1 realize -1 that -1 the -1 men -1 of -1 this -1 fine -1 institution -1 are -1 severely -1 lacking -1 but -1 killing -1 yourself -1 so -1 you -1 can -1 be -1 with -1 ,1.0
i -1 realize -1 that -1 the -1 men -1 of -1 this -1 fine -1 institution -1 are -1 severely -1 lacking -1 but -1 killing -1 yourself -1 so -1 you -1 can -1 be -1 with -1 william -1 shakespeare -1 is -1 beyond -1 the -1 scope -1 of -1 ,1.0
i -1 realize -1 that -1 the -1 men -1 of -1 this -1 fine -1 institution -1 are -1 severely -1 lacking -1 but -1 killing -1 yourself -1 so -1 you -1 can -1 be -1 with -1 william -1 shakespeare -1 is -1 beyond -1 the -1 scope -1 of -1 normal -1 ,1.0
prisoner -1 in -1 my -1 own -1 ,1.0
just -1 jack -1 off -1 to -1 ,1.0
sophomore -1 that -1 got -1 asked -1 to -1 the -1 ,1.0
admit -1 that -1 their -1 daughters -1 ,1.0
of -1 alcatraz -1 he -1 seems -1 ,1.0
just -1 needs -1 time -1 to -1 cool -1 ,1.0
even -1 brothers -1 from -1 different -1 mothers -1 your -1 majesty -1 ,1.0
even -1 brothers -1 from -1 different -1 mothers -1 your -1 majesty -1 some -1 men -1 ,1.0
even -1 brothers -1 from -1 different -1 mothers -1 your -1 majesty -1 some -1 men -1 are -1 content -1 to -1 ,1.0
an -1 all -1 but -1 hes -1 not -1 exactly -1 ,1.0
will -1 find -1 other -1 populations -1 and -1 ,1.0
everything -1 they -1 tried -1 but -1 i -1 didnt -1 let -1 ,1.0
part -1 of -1 you -1 featured -1 in -1 your -1 big -1 kmart -1 spread -1 ,1.0
in -1 the -1 dark -1 so -1 i -1 cant -1 experience -1 anything -1 for -1 myself -1 i -1 guess -1 i -1 thought -1 i -1 ,1.0
naked -1 as -1 the -1 day -1 god -1 created -1 ,1.0
have -1 a -1 date -1 i -1 ,1.0
he -1 has -1 this -1 huge -1 raging -1 fit -1 about -1 sarah -1 lawrence -1 ,1.0
would -1 go -1 to -1 this -1 a -1 bastion -1 of -1 commercial -1 excess -1 ,1.0
he -1 has -1 this -1 huge -1 raging -1 fit -1 about -1 sarah -1 lawrence -1 and -1 insists -1 that -1 i -1 go -1 to -1 his -1 maledominated -1 ,1.0
might -1 be -1 how -1 is -1 our -1 little -1 find -1 ,1.0
even -1 be -1 listening -1 to -1 ,1.0
might -1 be -1 how -1 is -1 our -1 little -1 find -1 the -1 wench -1 a -1 date -1 plan -1 progressing -1 ,1.0
no -1 then -1 guillermo -1 says -1 if -1 you -1 go -1 ,1.0
my -1 son -1 your -1 certitudes -1 are -1 sometimes -1 ,1.0
i -1 prefer -1 to -1 think -1 of -1 it -1 simply -1 as -1 an -1 ,1.0
daytime -1 talk -1 show -1 fodder -1 and -1 entering -1 the -1 world -1 of -1 those -1 who -1 ,1.0
ive -1 retrieved -1 certain -1 pieces -1 of -1 information -1 on -1 miss -1 ,1.0
ive -1 retrieved -1 certain -1 pieces -1 of -1 information -1 on -1 miss -1 katarina -1 stratford -1 i -1 think -1 youll -1 ,1.0
because -1 i -1 dont -1 want -1 ,1.0
know -1 how -1 to -1 speak -1 ,1.0
keeps -1 me -1 up -1 to -1 my -1 elbows -1 in -1 ,1.0
how -1 do -1 you -1 get -1 your -1 hair -1 to -1 look -1 like -1 that -1 ,1.0
keep -1 the -1 hopes -1 of -1 these -1 ,1.0
is -1 not -1 the -1 worst -1 ,1.0
psychotic -1 so -1 why -1 is -1 it -1 ,1.0
severely -1 lacking -1 but -1 killing -1 yourself -1 so -1 you -1 can -1 be -1 with -1 william -1 shakespeare -1 is -1 beyond -1 ,1.0
likin -1 you -1 guys -1 better -1 i -1 prefer -1 to -1 think -1 of -1 it -1 ,1.0
thats -1 because -1 its -1 such -1 a -1 ,1.0
teeth -1 of -1 your -1 zipper -1 ,1.0
just -1 got -1 out -1 of -1 alcatraz -1 he -1 seems -1 like -1 ,1.0
so -1 he -1 has -1 this -1 huge -1 ,1.0
i -1 can -1 be -1 laid -1 back -1 like -1 everyone -1 else -1 ,1.0
so -1 he -1 has -1 this -1 huge -1 raging -1 fit -1 about -1 sarah -1 lawrence -1 ,1.0
come -1 on -1 the -1 ponies -1 the -1 ,1.0
of -1 five -1 members -1 of -1 ,1.0
pissed -1 off -1 because -1 archie -1 is -1 ,1.0
hate -1 having -1 to -1 sit -1 home -1 because -1 im -1 not -1 susie -1 ,1.0
that -1 their -1 daughters -1 are -1 capable -1 ,1.0
to -1 discuss -1 the -1 prom -1 with -1 you -1 ,1.0
this -1 and -1 then -1 you -1 go -1 totally -1 apeshit -1 ,1.0
outnumbered -1 by -1 the -1 cows -1 ,1.0
want -1 to -1 go -1 out -1 with -1 ,1.0
to -1 asia -1 do -1 you -1 believe -1 he -1 would -1 have -1 waited -1 for -1 you -1 to -1 show -1 ,1.0
is -1 about -1 and -1 then -1 tell -1 me -1 ,1.0
bitch -1 trash -1 my -1 car -1 doesnt -1 count -1 ,1.0
a -1 little -1 too -1 preteen -1 bellybutton -1 ,1.0
thought -1 i -1 could -1 make -1 my -1 own -1 decisions -1 you -1 wouldve -1 let -1 me -1 go -1 out -1 with -1 ,1.0
of -1 a -1 gentleman -1 is -1 he -1 oily -1 or -1 dry -1 ,1.0
one -1 more -1 story -1 about -1 your -1 coiffure -1 me -1 ,1.0
all -1 pissed -1 off -1 because -1 archie -1 ,1.0
that -1 their -1 daughters -1 are -1 ,1.0
all -1 pissed -1 off -1 because -1 archie -1 is -1 ,1.0
shoulders -1 youll -1 do -1 as -1 i -1 ,1.0
jail -1 i -1 dont -1 know -1 marilyn -1 ,1.0
could -1 make -1 my -1 own -1 decisions -1 you -1 wouldve -1 let -1 me -1 go -1 out -1 with -1 him -1 instead -1 of -1 helping -1 daddy -1 ,1.0
and -1 the -1 benefits -1 package -1 is -1 pretty -1 good -1 you -1 werent -1 abused -1 you -1 arent -1 ,1.0
the -1 nobles -1 a -1 fault -1 for -1 the -1 ,1.0
need -1 to -1 learn -1 how -1 ,1.0
rather -1 be -1 ravished -1 by -1 ,1.0
going -1 to -1 include -1 dooropening -1 and -1 ,1.0
would -1 really -1 deplore -1 the -1 ,1.0
start -1 with -1 pronunciation -1 if -1 thats -1 okay -1 ,1.0
have -1 no -1 such -1 word -1 ,1.0
the -1 scope -1 of -1 normal -1 teenage -1 obsessions -1 ,1.0
they -1 wont -1 follow -1 me -1 ,1.0
is -1 one -1 thing -1 id -1 like -1 to -1 understand -1 why -1 do -1 you -1 want -1 ,1.0
you -1 havent -1 done -1 anything -1 asinine -1 this -1 ,1.0
the -1 risks -1 while -1 you -1 ,1.0
concentrating -1 awfully -1 hard -1 considering -1 ,1.0
it -1 says -1 here -1 you -1 exposed -1 yourself -1 to -1 a -1 group -1 of -1 freshmen -1 girls -1 ,1.0
it -1 says -1 here -1 you -1 exposed -1 yourself -1 to -1 a -1 group -1 of -1 ,1.0
the -1 crap -1 out -1 of -1 you -1 if -1 you -1 dont -1 get -1 out -1 of -1 my -1 ,1.0
but -1 then -1 thats -1 all -1 you -1 ,1.0
i -1 think -1 you -1 do -1 this -1 to -1 torture -1 me -1 ,1.0
but -1 then -1 thats -1 all -1 you -1 had -1 to -1 say -1 ,1.0
the -1 risks -1 while -1 you -1 take -1 the -1 ,1.0
have -1 a -1 date -1 i -1 dont -1 know -1 why -1 im -1 bothering -1 to -1 ,1.0
have -1 a -1 date -1 i -1 dont -1 know -1 why -1 im -1 bothering -1 to -1 ask -1 but -1 are -1 you -1 ,1.0
pay -1 me -1 to -1 take -1 ,1.0
was -1 just -1 like -1 she -1 got -1 sick -1 of -1 it -1 or -1 ,1.0
pay -1 me -1 to -1 take -1 out -1 ,1.0
we -1 decided -1 you -1 were -1 going -1 ,1.0
case -1 and -1 no -1 one -1 will -1 go -1 out -1 with -1 her -1 ,1.0
that -1 according -1 to -1 their -1 calculations -1 the -1 circumference -1 of -1 the -1 earth -1 ,1.0
me -1 to -1 take -1 all -1 the -1 risks -1 while -1 you -1 take -1 the -1 profit -1 ,1.0
feminist -1 prose -1 and -1 angry -1 stinky -1 ,1.0
is -1 devoted -1 to -1 favorite -1 grooming -1 tips -1 ,1.0
you -1 didnt -1 i -1 did -1 bianca -1 a -1 ,1.0
feminist -1 prose -1 and -1 angry -1 stinky -1 girl -1 music -1 ,1.0
with -1 my -1 hand -1 on -1 your -1 ,1.0
with -1 my -1 hand -1 on -1 your -1 ass -1 and -1 why -1 would -1 i -1 ,1.0
he -1 sold -1 his -1 own -1 liver -1 on -1 the -1 ,1.0
this -1 a -1 bastion -1 of -1 commercial -1 excess -1 ,1.0
he -1 sold -1 his -1 own -1 liver -1 on -1 the -1 black -1 market -1 so -1 he -1 could -1 buy -1 new -1 speakers -1 ,1.0
why -1 do -1 you -1 wish -1 ,1.0
really -1 wanna -1 go -1 but -1 ,1.0
maintain -1 that -1 he -1 kicked -1 himself -1 ,1.0
hes -1 number -1 twelve -1 in -1 the -1 ,1.0
west -1 and -1 i -1 will -1 prove -1 it -1 ,1.0
not -1 fair -1 shes -1 a -1 mutant -1 daddy -1 ,1.0
oh -1 i -1 thought -1 you -1 might -1 have -1 a -1 date -1 i -1 dont -1 know -1 why -1 im -1 bothering -1 to -1 ask -1 but -1 ,1.0
up -1 a -1 girl -1 and -1 carries -1 her -1 ,1.0
up -1 a -1 girl -1 and -1 carries -1 her -1 away -1 while -1 youre -1 talking -1 ,1.0
you -1 must -1 know -1 we -1 were -1 attempting -1 to -1 go -1 to -1 a -1 small -1 ,1.0
found -1 a -1 picture -1 of -1 jared -1 ,1.0
its -1 all -1 for -1 the -1 higher -1 ,1.0
noticed -1 the -1 only -1 part -1 of -1 ,1.0
leaving -1 i -1 havent -1 given -1 you -1 ,1.0
noticed -1 the -1 only -1 part -1 of -1 you -1 featured -1 in -1 your -1 big -1 kmart -1 spread -1 was -1 ,1.0
wouldnt -1 know -1 where -1 to -1 start -1 and -1 ,1.0
dispute -1 over -1 a -1 point -1 of -1 geography -1 ,1.0
to -1 point -1 out -1 my -1 head -1 to -1 ,1.0
wouldnt -1 know -1 where -1 to -1 start -1 and -1 yet -1 i -1 want -1 you -1 to -1 tell -1 me -1 everything -1 you -1 remember -1 ,1.0
tells -1 me -1 you -1 are -1 a -1 man -1 of -1 honor -1 and -1 sincerity -1 and -1 sanchez -1 that -1 you -1 are -1 ,1.0
every -1 ship -1 returns -1 with -1 a -1 cargo -1 ,1.0
line -1 but -1 ill -1 be -1 like -1 wearing -1 a -1 uniform -1 ,1.0
line -1 but -1 ill -1 be -1 like -1 wearing -1 a -1 uniform -1 and -1 stuff -1 ,1.0
in -1 my -1 head -1 and -1 you -1 told -1 ,1.0
hes -1 a -1 moron -1 but -1 hes -1 ,1.0
bogey -1 lowensteins -1 party -1 is -1 normal -1 but -1 youre -1 too -1 busy -1 listening -1 to -1 ,1.0
frat -1 boy -1 number -1 one -1 ,1.0
bogey -1 lowensteins -1 party -1 is -1 normal -1 but -1 youre -1 too -1 busy -1 listening -1 to -1 bitches -1 who -1 need -1 ,1.0
jail -1 i -1 dont -1 know -1 marilyn -1 manson -1 and -1 ive -1 never -1 slept -1 ,1.0
jail -1 i -1 dont -1 know -1 marilyn -1 manson -1 and -1 ive -1 never -1 slept -1 with -1 a -1 spice -1 ,1.0
lacking -1 but -1 killing -1 yourself -1 ,1.0
to -1 know -1 her -1 dazzle -1 her -1 ,1.0
to -1 know -1 her -1 dazzle -1 her -1 with -1 charm -1 and -1 ,1.0
to -1 know -1 her -1 dazzle -1 her -1 with -1 charm -1 and -1 she -1 falls -1 in -1 love -1 with -1 ,1.0
i -1 had -1 to -1 hear -1 one -1 more -1 story -1 about -1 your -1 ,1.0
think -1 that -1 you -1 had -1 any -1 ,1.0
he -1 just -1 got -1 out -1 of -1 alcatraz -1 he -1 seems -1 like -1 he -1 thrives -1 ,1.0
so -1 carried -1 away -1 when -1 ,1.0
you -1 rather -1 be -1 ravished -1 by -1 a -1 ,1.0
i -1 want -1 you -1 to -1 go -1 ,1.0
a -1 little -1 busy -1 dont -1 ,1.0
we -1 didnt -1 have -1 a -1 ,1.0
you -1 hate -1 having -1 to -1 sit -1 ,1.0
you -1 hate -1 having -1 to -1 sit -1 home -1 because -1 im -1 ,1.0
want -1 to -1 keep -1 your -1 head -1 on -1 ,1.0
but -1 i -1 knew -1 youd -1 forbid -1 me -1 to -1 go -1 ,1.0
looked -1 for -1 you -1 back -1 at -1 ,1.0
looked -1 for -1 you -1 back -1 at -1 the -1 party -1 but -1 you -1 ,1.0
part -1 where -1 bianca -1 beat -1 the -1 ,1.0
dazzled -1 him -1 with -1 my -1 wit -1 so -1 howd -1 you -1 get -1 ,1.0
but -1 i -1 knew -1 youd -1 forbid -1 me -1 to -1 go -1 since -1 gloria -1 steinem -1 over -1 there -1 isnt -1 going -1 otherwise -1 known -1 as -1 ,1.0
venturing -1 far -1 past -1 daytime -1 talk -1 show -1 fodder -1 and -1 entering -1 the -1 world -1 of -1 ,1.0
venturing -1 far -1 past -1 daytime -1 talk -1 show -1 fodder -1 and -1 entering -1 the -1 world -1 of -1 those -1 who -1 need -1 very -1 expensive -1 therapy -1 ,1.0
looked -1 for -1 you -1 back -1 at -1 the -1 party -1 but -1 you -1 always -1 seemed -1 ,1.0
kind -1 of -1 guy -1 just -1 picks -1 up -1 ,1.0
or -1 a -1 british -1 rear -1 admiral -1 ,1.0
you -1 act -1 like -1 youre -1 ,1.0
foot -1 there -1 try -1 lookin -1 ,1.0
whos -1 up -1 for -1 the -1 job -1 ,1.0
know -1 marilyn -1 manson -1 and -1 ive -1 never -1 slept -1 with -1 ,1.0
i -1 know -1 you -1 hate -1 having -1 ,1.0
foot -1 there -1 try -1 lookin -1 at -1 ,1.0
you -1 warrant -1 that -1 strong -1 an -1 emotion -1 ,1.0
according -1 to -1 marco -1 polo -1 the -1 ,1.0
differ -1 are -1 you -1 familiar -1 ,1.0
im -1 telling -1 you -1 were -1 turning -1 ,1.0
believer -1 in -1 doing -1 something -1 for -1 ,1.0
to -1 a -1 small -1 study -1 group -1 of -1 friends -1 ,1.0
beer -1 you -1 with -1 money -1 in -1 your -1 eyes -1 me -1 with -1 my -1 hand -1 on -1 your -1 ass -1 and -1 why -1 would -1 i -1 do -1 ,1.0
from -1 someone -1 whose -1 diary -1 is -1 ,1.0
would -1 really -1 deplore -1 the -1 loss -1 of -1 ,1.0
would -1 really -1 deplore -1 the -1 loss -1 of -1 such -1 a -1 potential -1 opportunity -1 for -1 spain -1 for -1 ,1.0
would -1 really -1 deplore -1 the -1 loss -1 of -1 such -1 a -1 potential -1 opportunity -1 for -1 spain -1 for -1 a -1 ,1.0
who -1 were -1 fighting -1 each -1 other -1 are -1 now -1 ,1.0
who -1 were -1 fighting -1 each -1 other -1 are -1 now -1 joining -1 forces -1 against -1 us -1 ,1.0
of -1 mercenaries -1 and -1 states -1 often -1 make -1 use -1 of -1 them -1 when -1 it -1 benefits -1 them -1 ,1.0
up -1 to -1 my -1 elbows -1 in -1 placenta -1 ,1.0
according -1 to -1 marco -1 polo -1 the -1 kingdom -1 of -1 china -1 is -1 one -1 of -1 the -1 richest -1 of -1 the -1 ,1.0
insists -1 that -1 i -1 go -1 to -1 ,1.0
heard -1 it -1 is -1 no -1 more -1 than -1 a -1 week -1 at -1 ,1.0
i -1 want -1 to -1 ask -1 you -1 ,1.0
then -1 say -1 youll -1 spend -1 dollar -1 night -1 at -1 the -1 track -1 with -1 me -1 ,1.0
when -1 you -1 let -1 the -1 enemy -1 think -1 hes -1 orchestrating -1 the -1 battle -1 ,1.0
then -1 say -1 youll -1 spend -1 dollar -1 night -1 at -1 the -1 track -1 ,1.0
when -1 you -1 let -1 the -1 enemy -1 think -1 hes -1 orchestrating -1 the -1 battle -1 youre -1 in -1 a -1 position -1 of -1 power -1 ,1.0
in -1 this -1 forest -1 there -1 ,1.0
is -1 no -1 more -1 than -1 a -1 week -1 at -1 sea -1 ,1.0
as -1 i -1 said -1 it -1 would -1 ,1.0
asked -1 to -1 the -1 prom -1 and -1 ,1.0
with -1 trees -1 filled -1 with -1 blossoms -1 ,1.0
asked -1 to -1 the -1 prom -1 and -1 i -1 cant -1 go -1 because -1 ,1.0
would -1 you -1 rather -1 be -1 ravished -1 by -1 a -1 pirate -1 or -1 a -1 british -1 ,1.0
to -1 teach -1 but -1 so -1 serious -1 brothers -1 should -1 be -1 ,1.0
you -1 wont -1 know -1 until -1 youre -1 fortyfive -1 ,1.0
a -1 deals -1 a -1 deal -1 ,1.0
you -1 say -1 this -1 is -1 an -1 ,1.0
or -1 is -1 ambition -1 only -1 a -1 virtue -1 among -1 the -1 ,1.0
youre -1 only -1 slightly -1 psychotic -1 so -1 why -1 is -1 ,1.0
youre -1 only -1 slightly -1 psychotic -1 so -1 why -1 is -1 it -1 that -1 youre -1 such -1 ,1.0
uncle -1 its -1 a -1 lung -1 cancer -1 issue -1 number -1 ,1.0
forbid -1 me -1 to -1 go -1 ,1.0
forbid -1 me -1 to -1 go -1 since -1 ,1.0
you -1 wont -1 know -1 until -1 youre -1 fortyfive -1 and -1 you -1 dont -1 ,1.0
crap -1 crap -1 crap -1 or -1 crap -1 ,1.0
burn -1 you -1 pine -1 you -1 perish -1 ,1.0
be -1 how -1 is -1 our -1 little -1 find -1 ,1.0
up -1 and -1 show -1 you -1 how -1 to -1 get -1 down -1 ,1.0
i -1 take -1 you -1 to -1 places -1 youve -1 ,1.0
the -1 mercy -1 of -1 a -1 particularly -1 ,1.0
be -1 how -1 is -1 our -1 little -1 find -1 the -1 wench -1 a -1 ,1.0
of -1 for -1 such -1 a -1 ,1.0
this -1 about -1 sarah -1 lawrence -1 ,1.0
proximity -1 to -1 asia -1 do -1 you -1 believe -1 he -1 would -1 have -1 ,1.0
i -1 want -1 you -1 to -1 trust -1 ,1.0
kill -1 or -1 the -1 raincoats -1 but -1 theyre -1 ,1.0
told -1 you -1 im -1 afraid -1 of -1 heights -1 ,1.0
kill -1 or -1 the -1 raincoats -1 but -1 theyre -1 right -1 ,1.0
to -1 go -1 since -1 gloria -1 steinem -1 over -1 ,1.0
the -1 mercy -1 of -1 a -1 particularly -1 hideous -1 ,1.0
to -1 go -1 since -1 gloria -1 steinem -1 over -1 there -1 isnt -1 going -1 otherwise -1 known -1 as -1 ,1.0
i -1 prefer -1 to -1 think -1 of -1 it -1 simply -1 as -1 an -1 alternative -1 to -1 what -1 the -1 law -1 allows -1 ,1.0
think -1 weve -1 got -1 a -1 plan -1 or -1 not -1 ,1.0
im -1 bothering -1 to -1 ask -1 but -1 are -1 you -1 going -1 to -1 bogey -1 lowensteins -1 ,1.0
i -1 cant -1 date -1 until -1 she -1 does -1 ,1.0
we -1 were -1 officially -1 opposed -1 ,1.0
really -1 dont -1 think -1 i -1 need -1 any -1 social -1 advice -1 from -1 you -1 right -1 ,1.0
i -1 spent -1 a -1 year -1 sitting -1 next -1 to -1 my -1 grandma -1 on -1 ,1.0
im -1 not -1 allowed -1 to -1 go -1 out -1 i -1 should -1 obsess -1 over -1 a -1 ,1.0
that -1 is -1 to -1 make -1 the -1 journey -1 ,1.0
allure -1 of -1 dehydrated -1 food -1 ,1.0
forbid -1 me -1 to -1 go -1 since -1 gloria -1 steinem -1 over -1 there -1 isnt -1 going -1 otherwise -1 known -1 as -1 ,1.0
burnt -1 object -1 on -1 this -1 ,1.0
discuss -1 your -1 driving -1 need -1 ,1.0
to -1 go -1 out -1 with -1 are -1 the -1 ones -1 we -1 actually -1 want -1 to -1 ,1.0
the -1 other -1 side -1 of -1 the -1 ,1.0
dazzle -1 her -1 with -1 charm -1 and -1 she -1 falls -1 in -1 ,1.0
queen -1 to -1 take -1 fernando -1 ,1.0
only -1 part -1 of -1 you -1 featured -1 in -1 your -1 big -1 ,1.0
only -1 part -1 of -1 you -1 featured -1 in -1 your -1 big -1 kmart -1 spread -1 was -1 your -1 elbow -1 ,1.0
waste -1 of -1 a -1 life -1 you -1 can -1 see -1 for -1 ,1.0
minute -1 think -1 that -1 you -1 had -1 any -1 effect -1 whatsoever -1 on -1 my -1 ,1.0
to -1 keep -1 your -1 head -1 on -1 your -1 shoulders -1 youll -1 ,1.0
but -1 she -1 cant -1 go -1 out -1 with -1 you -1 ,1.0
didnt -1 care -1 about -1 the -1 ,1.0
but -1 she -1 cant -1 go -1 out -1 with -1 you -1 because -1 ,1.0
i -1 would -1 really -1 deplore -1 the -1 loss -1 of -1 such -1 a -1 ,1.0
but -1 she -1 cant -1 go -1 out -1 with -1 you -1 because -1 her -1 sister -1 is -1 this -1 insane -1 head -1 case -1 and -1 no -1 one -1 will -1 go -1 out -1 ,1.0
danger -1 to -1 sweep -1 us -1 away -1 in -1 ,1.0
figured -1 it -1 had -1 to -1 be -1 something -1 ridiculous -1 to -1 win -1 ,1.0
situation -1 is -1 my -1 man -1 cameron -1 here -1 has -1 a -1 major -1 ,1.0
